orderID,created_at,paid_at,delivery_at,status
45779,2020-02-12,2020-02-18,2020-02-28,Completed
45781,2019-12-04,2019-12-18,2019-12-22,Completed
45806,2019-12-15,2019-12-21,2019-12-22,Completed
45814,2020-05-28,2020-06-03,2020-06-15,Completed
45820,2020-05-16,2020-05-20,2020-05-30,Completed
45823,2020-05-11,2020-05-21,2020-05-31,Completed
45827,2020-05-13,2020-05-24,2020-05-30,Completed
45840,2019-11-22,2019-11-30,2019-12-10,Completed
45852,2019-11-23,2019-12-02,2019-12-10,Completed
45857,2019-11-27,2019-12-02,2019-12-02,Completed
45859,2019-12-04,2019-12-12,2019-12-18,Completed
45863,2020-05-25,2020-06-03,2020-06-05,Completed
45876,2019-07-16,2019-07-19,2019-07-23,Completed
45885,2019-05-26,2019-06-02,2019-06-08,Completed
45886,2019-07-12,2019-07-19,2019-07-22,Completed
45891,2019-09-05,2019-09-18,2019-09-19,Completed
45894,2020-05-22,2020-06-04,2020-06-06,Completed
45895,2019-10-15,2019-10-22,NULL,"Paid & Undelivered"
45922,2019-07-02,2019-07-08,2019-07-15,Completed
45930,2020-05-01,2020-05-15,2020-05-27,Completed
45937,2020-05-15,2020-05-24,2020-05-24,Completed
45951,2020-03-16,2020-03-21,2020-03-25,Completed
45952,2019-12-19,2019-12-31,2020-01-09,Completed
45958,2019-07-15,2019-07-17,2019-07-29,Completed
45960,2019-12-20,2019-12-22,2020-01-03,Completed
45962,2020-05-27,2020-05-29,2020-06-07,Completed
45966,2019-08-01,2019-08-14,2019-08-26,Completed
45969,2020-05-30,2020-06-01,2020-06-12,Completed
45981,2020-04-22,2020-05-06,NULL,"Paid & Undelivered"
45987,2019-12-27,2020-01-01,2020-01-01,Completed
45989,2020-05-08,2020-05-17,2020-05-20,Completed
45995,2020-03-30,2020-04-02,2020-04-05,Completed
46000,2020-02-28,2020-03-12,2020-03-20,Completed
46001,2019-09-25,NULL,NULL,Unpaid
46002,2020-01-10,2020-01-23,2020-02-02,Completed
46004,2020-03-11,2020-03-23,2020-03-28,Completed
46006,2019-11-15,2019-11-17,NULL,"Paid & Undelivered"
46017,2019-10-12,2019-10-20,2019-10-25,Completed
46020,2019-08-01,2019-08-04,2019-08-13,Completed
46022,2020-05-11,2020-05-17,2020-05-28,Completed
46027,2019-09-17,2019-09-24,2019-09-25,Completed
46031,2019-12-30,2020-01-05,2020-01-06,Completed
46053,2019-12-15,2019-12-18,2019-12-19,Completed
46090,2019-08-31,2019-09-13,NULL,"Paid & Undelivered"
46091,2020-01-15,2020-01-16,2020-01-28,Completed
46103,2020-04-10,2020-04-15,2020-04-24,Completed
46116,2020-05-12,2020-05-21,2020-05-25,Completed
46117,2020-03-27,2020-04-09,NULL,"Paid & Undelivered"
46143,2020-04-21,2020-04-29,2020-05-07,Completed
46145,2019-09-22,2019-09-25,2019-10-09,Completed
46166,2020-03-22,2020-04-02,2020-04-06,Completed
46167,2019-12-02,2019-12-05,2019-12-15,Completed
46169,2020-05-29,2020-06-04,2020-06-07,Completed
46170,2019-11-18,2019-11-28,2019-12-05,Completed
46183,2019-10-10,2019-10-22,2019-10-23,Completed
46197,2020-03-26,2020-04-01,2020-04-08,Completed
46206,2020-02-11,2020-02-15,2020-02-23,Completed
46210,2019-01-31,2019-02-02,2019-02-02,Completed
46212,2019-10-04,2019-10-06,2019-10-16,Completed
46216,2019-08-22,2019-08-27,2019-08-29,Completed
46228,2020-05-19,2020-05-22,2020-05-25,Completed
46231,2019-07-19,2019-07-29,2019-08-05,Completed
46232,2019-08-25,2019-09-02,2019-09-13,Completed
46237,2020-04-03,2020-04-12,2020-04-20,Completed
46254,2020-05-05,NULL,NULL,Unpaid
46259,2019-11-29,2019-12-09,2019-12-23,Completed
46260,2020-03-18,2020-03-28,2020-03-30,Completed
46263,2019-11-27,2019-12-01,2019-12-09,Completed
46267,2020-05-04,2020-05-13,2020-05-15,Completed
46268,2019-09-16,2019-09-18,2019-09-28,Completed
46270,2020-03-29,2020-04-03,2020-04-11,Completed
46279,2019-08-21,2019-09-02,2019-09-06,Completed
46287,2019-09-14,2019-09-20,2019-09-23,Completed
46300,2020-05-29,NULL,NULL,Unpaid
46303,2019-09-07,2019-09-10,2019-09-17,Completed
46312,2020-02-02,2020-02-03,2020-02-12,Completed
46318,2019-04-30,2019-05-07,2019-05-15,Completed
46335,2020-01-15,2020-01-21,2020-01-24,Completed
46344,2019-11-16,2019-11-23,2019-11-28,Completed
46357,2019-11-26,2019-12-01,2019-12-06,Completed
46373,2019-12-19,2019-12-27,2020-01-03,Completed
46391,2020-05-21,2020-05-23,2020-05-27,Completed
46394,2020-03-12,2020-03-25,2020-04-03,Completed
46396,2019-10-05,2019-10-11,2019-10-17,Completed
46403,2019-12-20,2019-12-21,NULL,"Paid & Undelivered"
46405,2020-03-05,2020-03-16,2020-03-26,Completed
46409,2019-12-09,2019-12-23,2019-12-31,Completed
46418,2019-10-21,2019-10-30,2019-10-31,Completed
46425,2019-12-27,2020-01-02,2020-01-10,Completed
46434,2020-03-23,2020-03-28,2020-03-31,Completed
46439,2019-11-24,2019-12-05,2019-12-15,Completed
46443,2020-03-29,2020-04-05,2020-04-19,Completed
46444,2020-05-16,2020-05-28,2020-06-09,Completed
46445,2020-03-10,2020-03-11,2020-03-17,Completed
46447,2019-10-30,2019-11-12,2019-11-23,Completed
46457,2020-05-30,2020-06-07,2020-06-16,Completed
46464,2019-12-14,2019-12-28,2020-01-07,Completed
46476,2019-04-25,2019-05-08,2019-05-20,Completed
46480,2020-01-31,2020-02-11,2020-02-11,Completed
46482,2019-09-25,2019-09-26,2019-10-07,Completed
46504,2019-10-25,2019-11-07,2019-11-12,Completed
46509,2019-11-15,2019-11-21,2019-12-05,Completed
46512,2020-05-26,2020-05-29,2020-06-01,Completed
46515,2020-02-15,2020-02-28,2020-03-06,Completed
46518,2020-05-26,2020-05-31,2020-06-06,Completed
46525,2019-11-08,NULL,NULL,Unpaid
46547,2019-08-04,2019-08-11,2019-08-22,Completed
46549,2020-02-22,NULL,NULL,Unpaid
46557,2019-10-17,2019-10-23,2019-11-04,Completed
46560,2020-03-31,2020-04-05,2020-04-11,Completed
46563,2019-10-22,2019-11-02,2019-11-10,Completed
46568,2019-09-22,2019-09-30,2019-10-06,Completed
46579,2019-10-28,NULL,NULL,Unpaid
46580,2019-12-24,2019-12-28,2020-01-06,Completed
46598,2019-12-18,2019-12-29,2020-01-05,Completed
46601,2020-05-05,2020-05-11,2020-05-22,Completed
46609,2020-04-07,2020-04-20,2020-04-25,Completed
46612,2019-11-01,2019-11-02,2019-11-09,Completed
46613,2019-11-24,2019-12-01,NULL,"Paid & Undelivered"
46626,2020-04-20,2020-04-23,2020-04-25,Completed
46633,2020-02-15,2020-02-23,2020-03-02,Completed
46639,2019-12-11,2019-12-22,NULL,"Paid & Undelivered"
46640,2020-05-27,2020-05-29,2020-06-07,Completed
46645,2019-07-23,2019-08-06,2019-08-12,Completed
46646,2020-03-30,2020-04-12,2020-04-19,Completed
46658,2020-04-01,2020-04-11,2020-04-14,Completed
46665,2020-02-20,NULL,NULL,Unpaid
46667,2019-06-12,2019-06-23,2019-06-25,Completed
46676,2020-05-17,2020-05-18,2020-05-29,Completed
46677,2020-05-14,2020-05-21,2020-05-29,Completed
46682,2020-04-23,2020-05-06,2020-05-13,Completed
46687,2020-05-30,2020-06-11,2020-06-17,Completed
46691,2019-10-22,2019-10-27,2019-11-10,Completed
46693,2020-05-16,2020-05-21,2020-05-27,Completed
46695,2020-04-19,2020-04-26,2020-04-27,Completed
46702,2020-01-25,2020-01-27,2020-02-04,Completed
46703,2019-12-30,2020-01-08,2020-01-15,Completed
46727,2019-12-31,2020-01-01,2020-01-02,Completed
46734,2020-05-12,2020-05-17,2020-05-23,Completed
46741,2019-11-03,2019-11-14,2019-11-24,Completed
46742,2019-12-24,2020-01-06,2020-01-06,Completed
46751,2020-05-19,2020-05-27,2020-05-30,Completed
46752,2019-10-28,2019-10-30,2019-11-08,Completed
46758,2020-05-26,2020-05-28,2020-06-04,Completed
46790,2020-02-16,2020-03-01,2020-03-03,Completed
46798,2020-05-24,2020-05-26,2020-05-30,Completed
46799,2019-12-12,2019-12-23,2020-01-06,Completed
46813,2020-01-04,2020-01-14,2020-01-17,Completed
46824,2019-03-30,2019-04-08,2019-04-15,Completed
46825,2020-05-24,2020-05-29,2020-06-06,Completed
46831,2019-09-08,2019-09-11,2019-09-12,Completed
46832,2020-05-01,2020-05-09,2020-05-11,Completed
46835,2020-05-29,2020-06-12,2020-06-14,Completed
46837,2019-06-14,2019-06-23,2019-06-23,Completed
46844,2020-03-30,2020-03-31,2020-04-07,Completed
46845,2019-07-07,2019-07-17,2019-07-25,Completed
46848,2019-12-05,2019-12-12,NULL,"Paid & Undelivered"
46854,2019-09-09,2019-09-20,2019-09-21,Completed
46867,2020-03-21,2020-03-30,2020-03-31,Completed
46875,2020-04-15,2020-04-18,2020-04-19,Completed
46883,2020-04-01,2020-04-15,2020-04-29,Completed
46886,2019-12-09,2019-12-21,2019-12-24,Completed
46898,2019-12-17,2019-12-24,2019-12-24,Completed
46915,2020-01-29,NULL,NULL,Unpaid
46916,2019-11-29,2019-12-13,2019-12-23,Completed
46929,2019-12-25,2019-12-26,2020-01-07,Completed
46933,2020-03-10,2020-03-22,2020-03-29,Completed
46935,2020-01-23,NULL,NULL,Unpaid
46945,2020-05-01,2020-05-13,2020-05-15,Completed
46949,2019-09-22,2019-10-01,2019-10-13,Completed
46951,2019-11-26,2019-12-09,2019-12-23,Completed
46952,2019-09-21,2019-09-24,2019-09-30,Completed
46955,2020-04-09,2020-04-16,2020-04-20,Completed
46959,2019-11-08,2019-11-10,2019-11-13,Completed
46962,2019-12-16,2019-12-27,2020-01-02,Completed
46965,2019-11-24,2019-12-05,2019-12-16,Completed
46966,2019-10-01,2019-10-11,2019-10-12,Completed
46978,2019-08-12,2019-08-23,2019-08-31,Completed
46987,2020-05-24,2020-06-06,2020-06-20,Completed
46989,2020-04-28,2020-05-12,2020-05-22,Completed
46991,2020-05-19,2020-06-01,2020-06-13,Completed
46992,2019-09-01,2019-09-07,2019-09-13,Completed
46998,2019-07-21,2019-07-31,2019-08-10,Completed
46999,2019-08-05,2019-08-10,NULL,"Paid & Undelivered"
47008,2020-02-26,2020-03-02,2020-03-07,Completed
47009,2019-12-28,2019-12-29,2020-01-02,Completed
47020,2020-03-06,2020-03-10,2020-03-24,Completed
47028,2019-08-30,2019-09-05,2019-09-12,Completed
47034,2019-12-12,NULL,NULL,Unpaid
47036,2019-07-19,NULL,NULL,Unpaid
47037,2020-05-10,2020-05-11,2020-05-13,Completed
47039,2019-08-24,2019-09-01,2019-09-08,Completed
47050,2020-03-08,2020-03-12,2020-03-24,Completed
47055,2020-04-21,2020-04-24,2020-04-27,Completed
47060,2020-02-21,2020-02-28,2020-03-02,Completed
47061,2019-12-18,2019-12-24,2020-01-02,Completed
47066,2020-04-30,2020-05-13,2020-05-14,Completed
47068,2019-11-12,2019-11-21,2019-12-02,Completed
47079,2020-04-25,2020-05-02,2020-05-14,Completed
47091,2020-05-22,2020-05-29,2020-06-04,Completed
47093,2019-06-25,2019-07-05,2019-07-06,Completed
47104,2020-02-10,NULL,NULL,Unpaid
47116,2020-05-16,2020-05-17,NULL,"Paid & Undelivered"
47118,2020-05-18,2020-05-26,2020-06-09,Completed
47122,2019-12-03,2019-12-14,2019-12-19,Completed
47137,2020-05-01,2020-05-06,NULL,"Paid & Undelivered"
47143,2020-05-21,2020-06-01,2020-06-15,Completed
47146,2020-03-05,2020-03-16,2020-03-26,Completed
47147,2020-03-11,NULL,NULL,Unpaid
47153,2019-03-25,2019-03-30,2019-04-07,Completed
47159,2020-02-27,2020-03-08,2020-03-15,Completed
47163,2020-05-23,2020-06-02,2020-06-02,Completed
47169,2019-10-13,2019-10-24,2019-11-07,Completed
47175,2020-04-10,2020-04-14,2020-04-25,Completed
47182,2020-05-21,2020-05-22,2020-05-27,Completed
47187,2019-06-18,NULL,NULL,Unpaid
47188,2020-04-28,2020-05-08,2020-05-17,Completed
47194,2019-11-18,2019-11-26,2019-11-26,Completed
47197,2020-04-04,2020-04-16,2020-04-24,Completed
47199,2019-06-07,2019-06-09,2019-06-13,Completed
47207,2020-04-04,2020-04-11,2020-04-18,Completed
47211,2019-12-22,2019-12-29,NULL,"Paid & Undelivered"
47213,2019-06-24,NULL,NULL,Unpaid
47221,2020-03-16,2020-03-19,2020-03-26,Completed
47222,2020-01-12,NULL,NULL,Unpaid
47250,2019-04-27,2019-04-28,2019-05-09,Completed
47252,2019-11-26,NULL,NULL,Unpaid
47254,2020-03-16,2020-03-17,2020-03-25,Completed
47264,2020-03-14,2020-03-19,2020-03-27,Completed
47265,2019-11-20,2019-12-02,2019-12-03,Completed
47298,2019-11-30,2019-12-13,2019-12-17,Completed
47306,2020-03-15,2020-03-19,2020-03-25,Completed
47314,2020-04-25,2020-05-08,2020-05-19,Completed
47319,2019-12-24,2019-12-30,2020-01-10,Completed
47323,2019-09-24,2019-10-06,2019-10-11,Completed
47329,2020-03-16,2020-03-24,2020-04-05,Completed
47337,2020-05-07,2020-05-20,2020-05-28,Completed
47338,2019-09-08,2019-09-22,2019-09-24,Completed
47339,2020-01-27,2020-01-30,2020-02-04,Completed
47345,2019-11-10,2019-11-20,2019-11-21,Completed
47348,2020-04-28,2020-04-29,2020-05-04,Completed
47355,2020-04-09,2020-04-23,2020-04-29,Completed
47382,2019-11-20,2019-11-24,2019-12-02,Completed
47390,2020-05-25,NULL,NULL,Unpaid
47401,2019-10-11,2019-10-15,2019-10-18,Completed
47415,2019-05-04,2019-05-05,2019-05-14,Completed
47425,2020-01-26,2020-01-30,2020-02-10,Completed
47430,2020-05-06,2020-05-19,2020-05-29,Completed
47434,2020-05-06,2020-05-20,2020-05-30,Completed
47436,2019-08-21,2019-08-23,2019-09-03,Completed
47442,2019-12-21,2019-12-24,2019-12-28,Completed
47462,2019-12-28,2019-12-30,2020-01-05,Completed
47464,2019-12-31,2020-01-03,2020-01-09,Completed
47466,2020-04-19,2020-04-28,2020-05-03,Completed
47475,2019-12-09,2019-12-22,NULL,"Paid & Undelivered"
47477,2019-08-28,2019-09-07,2019-09-17,Completed
47485,2019-10-11,2019-10-25,2019-10-30,Completed
47494,2020-05-17,NULL,NULL,Unpaid
47496,2019-07-08,2019-07-11,2019-07-21,Completed
47497,2020-02-13,2020-02-15,2020-02-24,Completed
47500,2019-09-21,2019-09-28,2019-10-03,Completed
47506,2019-11-30,2019-12-11,2019-12-25,Completed
47514,2020-05-25,NULL,NULL,Unpaid
47520,2020-01-31,2020-02-01,2020-02-01,Completed
47529,2019-04-28,2019-05-06,2019-05-07,Completed
47530,2019-07-08,2019-07-19,2019-07-31,Completed
47533,2020-05-01,NULL,NULL,Unpaid
47537,2020-02-06,2020-02-10,2020-02-16,Completed
47538,2020-05-30,2020-06-05,2020-06-05,Completed
47542,2020-02-05,2020-02-09,2020-02-14,Completed
47544,2020-02-01,2020-02-05,NULL,"Paid & Undelivered"
47563,2019-07-17,2019-07-24,2019-07-31,Completed
47576,2020-03-06,2020-03-10,NULL,"Paid & Undelivered"
47578,2019-08-18,2019-08-29,2019-09-10,Completed
47596,2020-05-28,2020-06-06,2020-06-11,Completed
47604,2019-08-14,2019-08-22,2019-08-24,Completed
47610,2020-04-02,2020-04-16,2020-04-21,Completed
47617,2020-01-29,2020-02-05,2020-02-14,Completed
47626,2019-09-21,2019-09-23,2019-10-01,Completed
47630,2019-11-05,2019-11-14,2019-11-28,Completed
47633,2020-03-04,2020-03-11,2020-03-14,Completed
47634,2020-04-22,2020-04-29,2020-05-09,Completed
47642,2020-04-23,2020-05-07,2020-05-17,Completed
47648,2019-09-18,2019-09-30,2019-10-08,Completed
47654,2019-11-26,2019-12-01,NULL,"Paid & Undelivered"
47661,2019-12-10,2019-12-22,2019-12-25,Completed
47662,2020-05-07,2020-05-19,2020-05-25,Completed
47670,2019-12-05,2019-12-12,2019-12-15,Completed
47672,2020-05-27,2020-05-28,2020-06-03,Completed
47712,2019-11-24,2019-11-29,2019-12-08,Completed
47720,2019-08-06,2019-08-16,2019-08-20,Completed
47739,2020-04-19,2020-04-25,2020-04-25,Completed
47741,2019-07-07,2019-07-11,2019-07-18,Completed
47750,2020-01-30,2020-02-08,2020-02-14,Completed
47758,2019-12-24,2019-12-30,2019-12-30,Completed
47764,2019-12-02,NULL,NULL,Unpaid
47770,2020-04-07,2020-04-19,2020-04-26,Completed
47773,2020-04-06,2020-04-19,2020-04-30,Completed
47784,2020-04-21,2020-04-26,2020-04-29,Completed
47789,2020-02-29,2020-03-13,2020-03-15,Completed
47799,2020-01-26,2020-02-05,2020-02-17,Completed
47802,2019-12-04,2019-12-13,2019-12-21,Completed
47804,2019-04-28,2019-05-11,2019-05-16,Completed
47807,2019-10-14,NULL,NULL,Unpaid
47812,2019-10-01,2019-10-15,2019-10-16,Completed
47815,2019-11-19,2019-11-24,2019-11-24,Completed
47832,2020-05-21,2020-05-30,2020-06-07,Completed
47833,2019-10-01,NULL,NULL,Unpaid
47836,2019-12-20,2020-01-01,2020-01-03,Completed
47843,2019-12-11,NULL,NULL,Unpaid
47849,2019-07-12,2019-07-13,2019-07-27,Completed
47852,2019-12-20,2019-12-21,2019-12-26,Completed
47854,2020-04-13,2020-04-24,2020-04-27,Completed
47855,2019-12-15,NULL,NULL,Unpaid
47866,2020-05-30,2020-06-13,2020-06-23,Completed
47884,2019-12-27,2020-01-07,2020-01-09,Completed
47885,2020-05-17,2020-05-19,2020-05-31,Completed
47897,2020-05-16,2020-05-30,2020-05-30,Completed
47908,2019-12-09,2019-12-19,2019-12-24,Completed
47912,2019-09-11,2019-09-23,2019-09-30,Completed
47915,2019-09-08,2019-09-17,2019-09-24,Completed
47930,2019-09-15,2019-09-19,2019-09-23,Completed
47934,2019-07-02,2019-07-15,2019-07-17,Completed
47935,2020-04-27,2020-05-06,2020-05-16,Completed
47937,2020-05-06,2020-05-19,2020-05-21,Completed
47946,2020-01-18,2020-01-20,2020-01-20,Completed
47949,2019-05-28,2019-05-29,2019-06-02,Completed
47956,2019-07-25,2019-07-30,2019-08-10,Completed
47961,2020-05-22,2020-06-01,2020-06-13,Completed
47983,2019-12-01,2019-12-09,2019-12-13,Completed
47986,2019-08-10,2019-08-15,2019-08-19,Completed
47988,2020-01-22,2020-01-30,2020-02-05,Completed
48000,2019-12-27,2020-01-02,2020-01-12,Completed
48003,2019-09-13,2019-09-16,2019-09-17,Completed
48004,2019-08-16,NULL,NULL,Unpaid
48011,2020-05-20,NULL,NULL,Unpaid
48023,2020-05-09,2020-05-20,NULL,"Paid & Undelivered"
48024,2020-03-21,2020-03-22,2020-04-02,Completed
48026,2020-05-28,2020-06-08,2020-06-19,Completed
48035,2019-12-28,2019-12-31,2020-01-14,Completed
48042,2019-12-24,2020-01-04,2020-01-06,Completed
48046,2019-12-03,2019-12-13,2019-12-18,Completed
48050,2019-12-23,2019-12-29,2020-01-10,Completed
48059,2019-10-13,2019-10-17,2019-10-20,Completed
48079,2020-02-27,2020-03-02,2020-03-14,Completed
48080,2020-04-30,2020-05-02,2020-05-02,Completed
48091,2020-03-28,2020-04-02,2020-04-16,Completed
48093,2020-02-03,2020-02-10,2020-02-14,Completed
48098,2019-12-30,NULL,NULL,Unpaid
48111,2019-12-21,2020-01-03,2020-01-15,Completed
48112,2019-06-14,2019-06-22,2019-07-01,Completed
48118,2019-04-01,2019-04-13,2019-04-18,Completed
48120,2019-08-01,2019-08-05,2019-08-15,Completed
48145,2020-04-29,2020-05-05,NULL,"Paid & Undelivered"
48148,2020-04-16,2020-04-18,2020-04-27,Completed
48149,2019-12-30,2020-01-10,2020-01-17,Completed
48157,2019-10-28,2019-11-08,NULL,"Paid & Undelivered"
48160,2020-05-15,2020-05-23,2020-05-28,Completed
48161,2019-09-23,2019-09-29,2019-10-06,Completed
48179,2020-04-25,2020-05-03,2020-05-08,Completed
48215,2019-09-29,2019-10-08,2019-10-20,Completed
48218,2019-09-23,NULL,NULL,Unpaid
48219,2019-11-27,2019-11-29,2019-12-10,Completed
48220,2019-06-27,2019-06-29,2019-07-02,Completed
48225,2019-05-30,2019-06-04,2019-06-18,Completed
48240,2019-12-03,2019-12-16,2019-12-20,Completed
48246,2020-05-11,2020-05-22,2020-05-30,Completed
48251,2019-12-31,2020-01-13,2020-01-15,Completed
48272,2020-03-16,2020-03-28,2020-04-05,Completed
48273,2019-06-19,2019-06-30,NULL,"Paid & Undelivered"
48275,2019-12-28,2020-01-06,2020-01-08,Completed
48281,2019-11-13,NULL,NULL,Unpaid
48282,2019-10-23,2019-11-06,NULL,"Paid & Undelivered"
48283,2020-04-13,2020-04-17,2020-04-25,Completed
48294,2020-03-17,2020-03-28,2020-04-11,Completed
48307,2019-12-18,2019-12-24,2019-12-25,Completed
48309,2020-01-06,2020-01-12,2020-01-17,Completed
48318,2019-12-05,2019-12-09,2019-12-15,Completed
48321,2020-02-17,2020-03-01,2020-03-11,Completed
48329,2019-09-06,2019-09-10,2019-09-24,Completed
48337,2020-04-16,2020-04-25,2020-04-28,Completed
48339,2020-01-25,2020-02-08,2020-02-14,Completed
48341,2019-09-09,2019-09-10,2019-09-18,Completed
48349,2019-12-20,2019-12-27,2020-01-01,Completed
48352,2020-03-29,2020-04-03,2020-04-15,Completed
48354,2019-11-04,2019-11-09,2019-11-17,Completed
48355,2019-12-06,2019-12-14,2019-12-19,Completed
48360,2020-05-06,2020-05-16,2020-05-17,Completed
48363,2020-05-17,2020-05-22,2020-06-03,Completed
48365,2020-01-11,2020-01-21,2020-02-02,Completed
48367,2019-10-14,2019-10-22,2019-10-23,Completed
48368,2019-11-03,2019-11-14,2019-11-24,Completed
48370,2019-06-05,2019-06-14,2019-06-20,Completed
48374,2020-03-06,2020-03-12,2020-03-15,Completed
48378,2020-01-10,2020-01-13,2020-01-15,Completed
48388,2019-05-16,2019-05-27,2019-05-29,Completed
48390,2020-05-18,2020-05-31,2020-06-11,Completed
48397,2019-06-25,2019-06-26,2019-06-28,Completed
48408,2020-05-08,2020-05-10,2020-05-19,Completed
48412,2020-02-05,NULL,NULL,Unpaid
48415,2019-11-04,2019-11-11,2019-11-21,Completed
48420,2019-10-24,2019-11-01,2019-11-08,Completed
48425,2020-04-07,2020-04-15,2020-04-29,Completed
48431,2019-09-29,2019-10-07,2019-10-13,Completed
48436,2020-03-03,2020-03-04,2020-03-08,Completed
48444,2019-03-11,2019-03-25,2019-04-06,Completed
48458,2019-11-26,2019-12-06,2019-12-12,Completed
48463,2020-02-29,2020-03-09,2020-03-12,Completed
48468,2020-03-11,2020-03-14,2020-03-22,Completed
48471,2019-10-25,2019-10-30,2019-11-07,Completed
48475,2020-03-12,2020-03-15,2020-03-17,Completed
48481,2019-09-15,2019-09-18,2019-09-21,Completed
48485,2019-10-13,2019-10-19,2019-10-23,Completed
48495,2020-05-10,2020-05-14,2020-05-28,Completed
48498,2019-08-12,2019-08-24,2019-08-24,Completed
48499,2019-07-01,2019-07-09,2019-07-10,Completed
48511,2020-04-29,2020-05-04,2020-05-09,Completed
48516,2020-04-03,2020-04-13,2020-04-24,Completed
48523,2020-03-07,2020-03-11,2020-03-25,Completed
48527,2019-08-09,2019-08-11,2019-08-13,Completed
48536,2020-04-26,2020-05-04,NULL,"Paid & Undelivered"
48538,2020-05-18,2020-05-23,2020-06-06,Completed
48548,2019-12-31,2020-01-07,NULL,"Paid & Undelivered"
48550,2020-01-06,2020-01-11,2020-01-15,Completed
48553,2020-01-24,2020-01-26,2020-01-26,Completed
48559,2020-03-01,2020-03-14,2020-03-17,Completed
48564,2020-02-25,2020-03-05,2020-03-13,Completed
48575,2019-10-19,2019-10-22,2019-10-26,Completed
48583,2020-05-08,2020-05-11,NULL,"Paid & Undelivered"
48585,2019-09-20,2019-09-27,2019-09-28,Completed
48586,2019-06-16,2019-06-19,2019-06-21,Completed
48599,2019-09-24,2019-10-04,2019-10-04,Completed
48604,2020-04-24,2020-04-30,2020-05-09,Completed
48609,2020-04-17,2020-04-25,NULL,"Paid & Undelivered"
48611,2020-04-01,2020-04-02,NULL,"Paid & Undelivered"
48626,2019-04-23,2019-04-25,2019-05-04,Completed
48632,2020-01-14,2020-01-20,2020-01-21,Completed
48635,2020-03-17,2020-03-25,2020-04-06,Completed
48647,2019-12-14,2019-12-20,2020-01-01,Completed
48650,2020-03-12,2020-03-23,2020-03-30,Completed
48651,2019-10-20,2019-11-01,2019-11-07,Completed
48654,2019-11-29,2019-12-09,2019-12-12,Completed
48667,2019-12-02,2019-12-14,NULL,"Paid & Undelivered"
48669,2019-11-20,2019-12-04,2019-12-06,Completed
48681,2019-09-18,2019-09-26,2019-09-29,Completed
48694,2019-08-22,2019-08-28,2019-09-07,Completed
48696,2020-04-13,2020-04-23,2020-04-28,Completed
48698,2019-12-16,2019-12-21,2020-01-02,Completed
48712,2019-10-11,2019-10-23,2019-10-25,Completed
48714,2020-04-30,2020-05-11,2020-05-17,Completed
48716,2019-07-09,2019-07-12,2019-07-15,Completed
48734,2019-06-30,2019-07-10,2019-07-18,Completed
48744,2020-01-23,2020-01-29,2020-02-10,Completed
48750,2019-09-19,NULL,NULL,Unpaid
48752,2020-04-19,2020-04-28,2020-05-08,Completed
48756,2019-06-15,2019-06-18,2019-06-25,Completed
48759,2019-11-27,2019-12-05,2019-12-16,Completed
48778,2020-05-19,2020-05-20,2020-05-23,Completed
48779,2020-03-07,2020-03-14,2020-03-26,Completed
48787,2020-01-23,2020-02-03,2020-02-06,Completed
48791,2020-04-26,2020-05-07,2020-05-18,Completed
48798,2019-03-06,2019-03-19,2019-03-21,Completed
48801,2019-04-02,2019-04-08,2019-04-17,Completed
48803,2020-05-26,NULL,NULL,Unpaid
48810,2019-10-29,2019-11-06,2019-11-20,Completed
48822,2019-12-07,2019-12-15,NULL,"Paid & Undelivered"
48857,2019-06-03,2019-06-11,2019-06-14,Completed
48860,2020-05-21,2020-06-02,NULL,"Paid & Undelivered"
48861,2019-11-08,2019-11-16,2019-11-17,Completed
48862,2019-07-21,2019-08-04,2019-08-05,Completed
48863,2019-07-10,2019-07-18,2019-07-30,Completed
48866,2020-02-01,NULL,NULL,Unpaid
48869,2019-09-21,2019-09-23,2019-09-28,Completed
48879,2019-11-29,2019-12-11,2019-12-13,Completed
48883,2019-12-08,2019-12-20,2019-12-30,Completed
48886,2019-10-11,2019-10-13,2019-10-18,Completed
48898,2019-09-13,2019-09-19,2019-09-30,Completed
48899,2020-04-25,2020-05-01,2020-05-04,Completed
48915,2019-12-01,2019-12-05,2019-12-19,Completed
48917,2019-10-31,2019-11-09,2019-11-20,Completed
48933,2020-02-22,2020-03-04,2020-03-10,Completed
48935,2020-02-01,2020-02-04,2020-02-04,Completed
48937,2020-02-06,2020-02-07,2020-02-14,Completed
48940,2020-04-22,2020-05-06,2020-05-18,Completed
48948,2020-05-16,2020-05-25,2020-06-04,Completed
48949,2019-08-12,2019-08-13,2019-08-20,Completed
48953,2020-03-27,2020-04-05,2020-04-14,Completed
48962,2019-11-02,2019-11-04,2019-11-10,Completed
48965,2020-02-05,2020-02-15,NULL,"Paid & Undelivered"
48971,2020-05-20,2020-05-31,2020-05-31,Completed
48974,2020-02-26,2020-03-06,2020-03-10,Completed
48982,2019-12-16,2019-12-19,2019-12-20,Completed
48991,2020-04-12,2020-04-14,2020-04-22,Completed
48993,2019-10-21,2019-11-02,2019-11-10,Completed
49004,2020-03-10,2020-03-23,NULL,"Paid & Undelivered"
49014,2019-11-04,2019-11-15,2019-11-27,Completed
49015,2019-09-25,2019-10-02,2019-10-06,Completed
49017,2019-12-28,2020-01-11,2020-01-15,Completed
