orderID,created_at
280831,2019-08-22
284356,2019-08-22
291920,2019-08-22
292998,2019-08-22
293028,2019-08-22
293893,2019-08-22
295920,2019-08-22
313602,2019-08-22
319991,2019-08-22
323069,2019-08-22
325997,2019-08-22
326216,2019-08-22
124478,2019-08-22
129548,2019-08-22
143167,2019-08-22
145451,2019-08-22
147120,2019-08-22
147350,2019-08-22
150571,2019-08-22
151988,2019-08-22
155009,2019-08-22
159062,2019-08-22
166672,2019-08-22
170030,2019-08-22
180130,2019-08-22
191554,2019-08-22
191905,2019-08-22
193415,2019-08-22
196248,2019-08-22
198124,2019-08-22
329074,2019-08-22
339518,2019-08-22
339740,2019-08-22
344218,2019-08-22
349882,2019-08-22
360864,2019-08-22
365158,2019-08-22
374299,2019-08-22
376526,2019-08-22
384951,2019-08-22
389122,2019-08-22
399464,2019-08-22
400106,2019-08-22
402947,2019-08-22
412240,2019-08-22
419540,2019-08-22
424804,2019-08-22
428965,2019-08-22
432778,2019-08-22
436449,2019-08-22
1326,2019-08-22
5309,2019-08-22
8278,2019-08-22
14259,2019-08-22
15914,2019-08-22
18064,2019-08-22
25829,2019-08-22
30710,2019-08-22
40037,2019-08-22
41944,2019-08-22
43855,2019-08-22
46216,2019-08-22
48694,2019-08-22
52881,2019-08-22
54057,2019-08-22
56948,2019-08-22
57248,2019-08-22
58071,2019-08-22
60625,2019-08-22
61777,2019-08-22
66056,2019-08-22
68653,2019-08-22
76306,2019-08-22
82420,2019-08-22
84118,2019-08-22
86683,2019-08-22
91416,2019-08-22
91833,2019-08-22
98761,2019-08-22
447077,2019-08-22
449476,2019-08-22
450661,2019-08-22
458953,2019-08-22
460036,2019-08-22
464145,2019-08-22
470154,2019-08-22
471572,2019-08-22
477057,2019-08-22
480579,2019-08-22
486489,2019-08-22
486591,2019-08-22
488702,2019-08-22
491307,2019-08-22
491773,2019-08-22
439409,2019-08-23
447430,2019-08-23
449489,2019-08-23
454470,2019-08-23
456251,2019-08-23
457953,2019-08-23
462401,2019-08-23
466894,2019-08-23
470350,2019-08-23
472530,2019-08-23
485503,2019-08-23
330510,2019-08-23
335458,2019-08-23
342246,2019-08-23
344250,2019-08-23
352985,2019-08-23
358517,2019-08-23
362021,2019-08-23
365463,2019-08-23
370804,2019-08-23
382111,2019-08-23
383035,2019-08-23
385780,2019-08-23
385869,2019-08-23
386270,2019-08-23
400940,2019-08-23
403553,2019-08-23
403882,2019-08-23
405547,2019-08-23
405637,2019-08-23
405784,2019-08-23
408544,2019-08-23
408638,2019-08-23
419392,2019-08-23
424512,2019-08-23
426385,2019-08-23
427440,2019-08-23
434956,2019-08-23
435115,2019-08-23
220483,2019-08-23
227657,2019-08-23
238480,2019-08-23
238601,2019-08-23
242680,2019-08-23
243617,2019-08-23
255775,2019-08-23
256002,2019-08-23
260677,2019-08-23
266724,2019-08-23
269049,2019-08-23
276871,2019-08-23
277215,2019-08-23
290355,2019-08-23
291002,2019-08-23
291209,2019-08-23
306560,2019-08-23
307403,2019-08-23
313680,2019-08-23
315081,2019-08-23
318470,2019-08-23
321845,2019-08-23
324547,2019-08-23
110309,2019-08-23
110954,2019-08-23
120510,2019-08-23
122435,2019-08-23
126750,2019-08-23
132425,2019-08-23
134350,2019-08-23
138225,2019-08-23
142624,2019-08-23
146934,2019-08-23
150191,2019-08-23
154926,2019-08-23
159876,2019-08-23
160029,2019-08-23
165416,2019-08-23
168553,2019-08-23
173422,2019-08-23
177041,2019-08-23
181652,2019-08-23
183391,2019-08-23
184557,2019-08-23
186656,2019-08-23
186920,2019-08-23
188209,2019-08-23
196708,2019-08-23
205928,2019-08-23
704,2019-08-23
5486,2019-08-23
5681,2019-08-23
5899,2019-08-23
7428,2019-08-23
19342,2019-08-23
21864,2019-08-23
21917,2019-08-23
26234,2019-08-23
33122,2019-08-23
37850,2019-08-23
56833,2019-08-23
58861,2019-08-23
61942,2019-08-23
69660,2019-08-23
77720,2019-08-23
81341,2019-08-23
81793,2019-08-23
84506,2019-08-23
84809,2019-08-23
87064,2019-08-23
89274,2019-08-23
90677,2019-08-23
92375,2019-08-23
92936,2019-08-23
93000,2019-08-23
95190,2019-08-23
97320,2019-08-23
104327,2019-08-23
105798,2019-08-23
108296,2019-08-23
2130,2019-08-24
4112,2019-08-24
8131,2019-08-24
14893,2019-08-24
18789,2019-08-24
19175,2019-08-24
20698,2019-08-24
21369,2019-08-24
22909,2019-08-24
25451,2019-08-24
30231,2019-08-24
31387,2019-08-24
32627,2019-08-24
47039,2019-08-24
51804,2019-08-24
56781,2019-08-24
57044,2019-08-24
58112,2019-08-24
58781,2019-08-24
63428,2019-08-24
65857,2019-08-24
70568,2019-08-24
77991,2019-08-24
94256,2019-08-24
100989,2019-08-24
102144,2019-08-24
222252,2019-08-24
224094,2019-08-24
225282,2019-08-24
227026,2019-08-24
234261,2019-08-24
237690,2019-08-24
238199,2019-08-24
239003,2019-08-24
240383,2019-08-24
248794,2019-08-24
256529,2019-08-24
258432,2019-08-24
263563,2019-08-24
265926,2019-08-24
267420,2019-08-24
271912,2019-08-24
273326,2019-08-24
283706,2019-08-24
285520,2019-08-24
286941,2019-08-24
287116,2019-08-24
290243,2019-08-24
292821,2019-08-24
296158,2019-08-24
304177,2019-08-24
306703,2019-08-24
308738,2019-08-24
308842,2019-08-24
322900,2019-08-24
323024,2019-08-24
324333,2019-08-24
328098,2019-08-24
439243,2019-08-24
446176,2019-08-24
451992,2019-08-24
469479,2019-08-24
484246,2019-08-24
496778,2019-08-24
334036,2019-08-24
341933,2019-08-24
348256,2019-08-24
352517,2019-08-24
354429,2019-08-24
359438,2019-08-24
361647,2019-08-24
365284,2019-08-24
367212,2019-08-24
373818,2019-08-24
378149,2019-08-24
379697,2019-08-24
385337,2019-08-24
388568,2019-08-24
400929,2019-08-24
401367,2019-08-24
403960,2019-08-24
407603,2019-08-24
409005,2019-08-24
418093,2019-08-24
426293,2019-08-24
436102,2019-08-24
110582,2019-08-24
112560,2019-08-24
116596,2019-08-24
117842,2019-08-24
119752,2019-08-24
121169,2019-08-24
121701,2019-08-24
122873,2019-08-24
126702,2019-08-24
137966,2019-08-24
143353,2019-08-24
144427,2019-08-24
158485,2019-08-24
164124,2019-08-24
165408,2019-08-24
165761,2019-08-24
168813,2019-08-24
177315,2019-08-24
183877,2019-08-24
191154,2019-08-24
192154,2019-08-24
192160,2019-08-24
193087,2019-08-24
195432,2019-08-24
198137,2019-08-24
200682,2019-08-24
209705,2019-08-24
210811,2019-08-24
111657,2019-08-25
112976,2019-08-25
115431,2019-08-25
117041,2019-08-25
117653,2019-08-25
123212,2019-08-25
125008,2019-08-25
128316,2019-08-25
129853,2019-08-25
141860,2019-08-25
145099,2019-08-25
147904,2019-08-25
149653,2019-08-25
155832,2019-08-25
158623,2019-08-25
159642,2019-08-25
164655,2019-08-25
170626,2019-08-25
177186,2019-08-25
181376,2019-08-25
187593,2019-08-25
189034,2019-08-25
195679,2019-08-25
197447,2019-08-25
199971,2019-08-25
206564,2019-08-25
216932,2019-08-25
219941,2019-08-25
443233,2019-08-25
449369,2019-08-25
458881,2019-08-25
484769,2019-08-25
491048,2019-08-25
186,2019-08-25
9813,2019-08-25
15291,2019-08-25
17768,2019-08-25
18378,2019-08-25
20352,2019-08-25
21322,2019-08-25
25796,2019-08-25
29411,2019-08-25
29651,2019-08-25
38999,2019-08-25
40577,2019-08-25
43799,2019-08-25
46232,2019-08-25
53572,2019-08-25
54847,2019-08-25
60790,2019-08-25
68224,2019-08-25
69049,2019-08-25
92798,2019-08-25
98004,2019-08-25
98920,2019-08-25
101213,2019-08-25
102236,2019-08-25
232868,2019-08-25
235898,2019-08-25
240166,2019-08-25
242219,2019-08-25
243079,2019-08-25
243971,2019-08-25
254537,2019-08-25
255190,2019-08-25
255614,2019-08-25
255617,2019-08-25
259204,2019-08-25
264506,2019-08-25
264870,2019-08-25
267748,2019-08-25
274413,2019-08-25
274602,2019-08-25
282634,2019-08-25
289855,2019-08-25
296271,2019-08-25
308519,2019-08-25
314221,2019-08-25
319249,2019-08-25
321201,2019-08-25
326261,2019-08-25
327345,2019-08-25
329659,2019-08-25
332193,2019-08-25
334654,2019-08-25
342764,2019-08-25
347868,2019-08-25
352591,2019-08-25
363343,2019-08-25
372844,2019-08-25
373016,2019-08-25
379842,2019-08-25
382931,2019-08-25
385988,2019-08-25
391538,2019-08-25
392224,2019-08-25
396794,2019-08-25
399051,2019-08-25
402394,2019-08-25
408967,2019-08-25
409839,2019-08-25
410795,2019-08-25
418295,2019-08-25
426779,2019-08-25
428196,2019-08-25
429172,2019-08-25
433463,2019-08-25
435835,2019-08-25
329104,2019-08-26
349160,2019-08-26
349178,2019-08-26
355859,2019-08-26
355988,2019-08-26
360739,2019-08-26
365723,2019-08-26
370019,2019-08-26
373048,2019-08-26
373303,2019-08-26
374858,2019-08-26
382632,2019-08-26
386902,2019-08-26
395233,2019-08-26
399977,2019-08-26
400136,2019-08-26
405136,2019-08-26
406265,2019-08-26
421452,2019-08-26
421937,2019-08-26
425662,2019-08-26
425692,2019-08-26
428784,2019-08-26
430485,2019-08-26
432391,2019-08-26
1458,2019-08-26
2276,2019-08-26
7406,2019-08-26
9832,2019-08-26
11156,2019-08-26
11444,2019-08-26
24270,2019-08-26
25175,2019-08-26
28035,2019-08-26
28297,2019-08-26
30303,2019-08-26
31717,2019-08-26
51703,2019-08-26
55560,2019-08-26
56184,2019-08-26
66137,2019-08-26
69129,2019-08-26
84988,2019-08-26
91136,2019-08-26
101127,2019-08-26
108263,2019-08-26
113526,2019-08-26
115340,2019-08-26
116989,2019-08-26
119021,2019-08-26
124079,2019-08-26
124855,2019-08-26
129677,2019-08-26
140601,2019-08-26
143426,2019-08-26
148358,2019-08-26
150028,2019-08-26
150145,2019-08-26
150607,2019-08-26
152441,2019-08-26
159698,2019-08-26
168906,2019-08-26
171041,2019-08-26
173829,2019-08-26
182637,2019-08-26
185434,2019-08-26
186932,2019-08-26
192050,2019-08-26
201872,2019-08-26
208306,2019-08-26
215270,2019-08-26
455133,2019-08-26
458489,2019-08-26
460609,2019-08-26
464608,2019-08-26
468260,2019-08-26
469887,2019-08-26
471050,2019-08-26
472244,2019-08-26
475480,2019-08-26
476242,2019-08-26
482258,2019-08-26
483223,2019-08-26
485651,2019-08-26
486377,2019-08-26
493040,2019-08-26
228264,2019-08-26
230738,2019-08-26
231896,2019-08-26
242168,2019-08-26
245417,2019-08-26
246352,2019-08-26
246785,2019-08-26
249674,2019-08-26
261423,2019-08-26
262506,2019-08-26
263348,2019-08-26
263724,2019-08-26
273000,2019-08-26
273697,2019-08-26
274710,2019-08-26
276574,2019-08-26
283996,2019-08-26
284715,2019-08-26
287404,2019-08-26
290025,2019-08-26
290654,2019-08-26
290691,2019-08-26
297245,2019-08-26
301256,2019-08-26
301657,2019-08-26
304625,2019-08-26
310235,2019-08-26
311856,2019-08-26
313189,2019-08-26
319645,2019-08-26
326636,2019-08-26
228275,2019-08-27
231674,2019-08-27
234964,2019-08-27
239249,2019-08-27
239298,2019-08-27
248567,2019-08-27
260360,2019-08-27
263465,2019-08-27
267243,2019-08-27
269984,2019-08-27
270405,2019-08-27
300049,2019-08-27
304895,2019-08-27
313014,2019-08-27
318391,2019-08-27
319563,2019-08-27
320955,2019-08-27
324701,2019-08-27
121440,2019-08-27
122168,2019-08-27
130665,2019-08-27
131875,2019-08-27
135129,2019-08-27
136391,2019-08-27
139328,2019-08-27
140160,2019-08-27
149803,2019-08-27
151387,2019-08-27
159233,2019-08-27
164436,2019-08-27
174283,2019-08-27
180292,2019-08-27
182363,2019-08-27
190339,2019-08-27
193990,2019-08-27
195957,2019-08-27
201847,2019-08-27
210631,2019-08-27
217688,2019-08-27
219022,2019-08-27
329467,2019-08-27
331407,2019-08-27
339474,2019-08-27
342991,2019-08-27
344686,2019-08-27
347002,2019-08-27
353957,2019-08-27
354200,2019-08-27
360088,2019-08-27
360146,2019-08-27
360701,2019-08-27
361328,2019-08-27
365566,2019-08-27
365896,2019-08-27
377987,2019-08-27
396862,2019-08-27
399656,2019-08-27
407088,2019-08-27
408757,2019-08-27
408843,2019-08-27
414775,2019-08-27
414842,2019-08-27
416058,2019-08-27
418049,2019-08-27
421272,2019-08-27
422063,2019-08-27
422602,2019-08-27
425842,2019-08-27
428638,2019-08-27
432774,2019-08-27
433807,2019-08-27
2670,2019-08-27
7336,2019-08-27
13789,2019-08-27
18510,2019-08-27
19816,2019-08-27
27550,2019-08-27
29713,2019-08-27
29803,2019-08-27
38316,2019-08-27
52824,2019-08-27
58161,2019-08-27
62070,2019-08-27
63118,2019-08-27
69060,2019-08-27
82964,2019-08-27
84142,2019-08-27
85998,2019-08-27
90975,2019-08-27
91382,2019-08-27
94230,2019-08-27
100606,2019-08-27
100709,2019-08-27
105524,2019-08-27
438327,2019-08-27
442798,2019-08-27
444281,2019-08-27
447928,2019-08-27
449692,2019-08-27
453892,2019-08-27
468016,2019-08-27
474582,2019-08-27
475152,2019-08-27
475405,2019-08-27
480132,2019-08-27
488423,2019-08-27
489170,2019-08-27
492093,2019-08-27
492212,2019-08-27
439670,2019-08-28
452860,2019-08-28
454913,2019-08-28
455477,2019-08-28
466190,2019-08-28
472230,2019-08-28
479453,2019-08-28
482352,2019-08-28
483678,2019-08-28
486177,2019-08-28
487285,2019-08-28
328710,2019-08-28
333018,2019-08-28
334489,2019-08-28
339132,2019-08-28
340662,2019-08-28
342574,2019-08-28
347206,2019-08-28
348166,2019-08-28
356172,2019-08-28
364507,2019-08-28
365489,2019-08-28
371039,2019-08-28
386699,2019-08-28
392877,2019-08-28
402612,2019-08-28
404964,2019-08-28
408936,2019-08-28
414551,2019-08-28
417314,2019-08-28
417723,2019-08-28
418884,2019-08-28
426307,2019-08-28
436667,2019-08-28
226607,2019-08-28
227598,2019-08-28
231446,2019-08-28
231540,2019-08-28
235889,2019-08-28
239319,2019-08-28
240739,2019-08-28
241472,2019-08-28
245150,2019-08-28
254767,2019-08-28
256213,2019-08-28
259644,2019-08-28
262076,2019-08-28
272064,2019-08-28
281977,2019-08-28
283202,2019-08-28
283330,2019-08-28
294435,2019-08-28
297564,2019-08-28
298300,2019-08-28
299400,2019-08-28
312208,2019-08-28
320114,2019-08-28
323758,2019-08-28
324376,2019-08-28
110244,2019-08-28
127137,2019-08-28
130372,2019-08-28
138505,2019-08-28
138537,2019-08-28
138897,2019-08-28
139276,2019-08-28
142056,2019-08-28
144022,2019-08-28
144103,2019-08-28
150261,2019-08-28
151712,2019-08-28
154042,2019-08-28
154067,2019-08-28
159216,2019-08-28
163008,2019-08-28
165174,2019-08-28
168430,2019-08-28
173239,2019-08-28
176108,2019-08-28
176944,2019-08-28
177046,2019-08-28
177883,2019-08-28
180332,2019-08-28
183620,2019-08-28
183638,2019-08-28
189348,2019-08-28
199408,2019-08-28
200440,2019-08-28
200489,2019-08-28
207434,2019-08-28
212900,2019-08-28
212923,2019-08-28
216076,2019-08-28
9997,2019-08-28
12466,2019-08-28
12937,2019-08-28
15919,2019-08-28
19349,2019-08-28
20353,2019-08-28
20556,2019-08-28
24125,2019-08-28
25042,2019-08-28
27926,2019-08-28
47477,2019-08-28
49289,2019-08-28
50009,2019-08-28
56357,2019-08-28
63040,2019-08-28
72722,2019-08-28
77025,2019-08-28
78042,2019-08-28
78087,2019-08-28
78711,2019-08-28
87182,2019-08-28
95014,2019-08-28
97229,2019-08-28
104335,2019-08-28
58,2019-08-29
17664,2019-08-29
20981,2019-08-29
22688,2019-08-29
25980,2019-08-29
29212,2019-08-29
31274,2019-08-29
37582,2019-08-29
42182,2019-08-29
50867,2019-08-29
59141,2019-08-29
62703,2019-08-29
68263,2019-08-29
80642,2019-08-29
84192,2019-08-29
84786,2019-08-29
97794,2019-08-29
105173,2019-08-29
107949,2019-08-29
221977,2019-08-29
229184,2019-08-29
230924,2019-08-29
237073,2019-08-29
249349,2019-08-29
260776,2019-08-29
271737,2019-08-29
277843,2019-08-29
289393,2019-08-29
292287,2019-08-29
294744,2019-08-29
301535,2019-08-29
310601,2019-08-29
313987,2019-08-29
315619,2019-08-29
316129,2019-08-29
324518,2019-08-29
327601,2019-08-29
327867,2019-08-29
437227,2019-08-29
439356,2019-08-29
439576,2019-08-29
442109,2019-08-29
447054,2019-08-29
447237,2019-08-29
458382,2019-08-29
460389,2019-08-29
466166,2019-08-29
471877,2019-08-29
479305,2019-08-29
489165,2019-08-29
328478,2019-08-29
336715,2019-08-29
339846,2019-08-29
347925,2019-08-29
348019,2019-08-29
348962,2019-08-29
349095,2019-08-29
352795,2019-08-29
352999,2019-08-29
358366,2019-08-29
362809,2019-08-29
362920,2019-08-29
367383,2019-08-29
367844,2019-08-29
371323,2019-08-29
372451,2019-08-29
375463,2019-08-29
377573,2019-08-29
383367,2019-08-29
383562,2019-08-29
384745,2019-08-29
384859,2019-08-29
385798,2019-08-29
388554,2019-08-29
390200,2019-08-29
390376,2019-08-29
390916,2019-08-29
393985,2019-08-29
399979,2019-08-29
415040,2019-08-29
416740,2019-08-29
420676,2019-08-29
422722,2019-08-29
423511,2019-08-29
424707,2019-08-29
426328,2019-08-29
430591,2019-08-29
110421,2019-08-29
111039,2019-08-29
111255,2019-08-29
112085,2019-08-29
112753,2019-08-29
117375,2019-08-29
129578,2019-08-29
131516,2019-08-29
132743,2019-08-29
132950,2019-08-29
133462,2019-08-29
139325,2019-08-29
143046,2019-08-29
145638,2019-08-29
156112,2019-08-29
165559,2019-08-29
171327,2019-08-29
177938,2019-08-29
183488,2019-08-29
194310,2019-08-29
194393,2019-08-29
197502,2019-08-29
198056,2019-08-29
199453,2019-08-29
204733,2019-08-29
205785,2019-08-29
211581,2019-08-29
211874,2019-08-29
219233,2019-08-29
114174,2019-08-30
115834,2019-08-30
116058,2019-08-30
118032,2019-08-30
118309,2019-08-30
124959,2019-08-30
126550,2019-08-30
128108,2019-08-30
131903,2019-08-30
135719,2019-08-30
138273,2019-08-30
143776,2019-08-30
157236,2019-08-30
158523,2019-08-30
163051,2019-08-30
179103,2019-08-30
189451,2019-08-30
191682,2019-08-30
194709,2019-08-30
194805,2019-08-30
196003,2019-08-30
196428,2019-08-30
198313,2019-08-30
200296,2019-08-30
202483,2019-08-30
202936,2019-08-30
204103,2019-08-30
214321,2019-08-30
215373,2019-08-30
216213,2019-08-30
219633,2019-08-30
437711,2019-08-30
455150,2019-08-30
456747,2019-08-30
460470,2019-08-30
467556,2019-08-30
470647,2019-08-30
478974,2019-08-30
480669,2019-08-30
480847,2019-08-30
485195,2019-08-30
485530,2019-08-30
486656,2019-08-30
490686,2019-08-30
492493,2019-08-30
4352,2019-08-30
7218,2019-08-30
8897,2019-08-30
12462,2019-08-30
17179,2019-08-30
19541,2019-08-30
21906,2019-08-30
25027,2019-08-30
25538,2019-08-30
27736,2019-08-30
38323,2019-08-30
43987,2019-08-30
47028,2019-08-30
50618,2019-08-30
55939,2019-08-30
56377,2019-08-30
56447,2019-08-30
57872,2019-08-30
68586,2019-08-30
69881,2019-08-30
70163,2019-08-30
72655,2019-08-30
75946,2019-08-30
79769,2019-08-30
83088,2019-08-30
84737,2019-08-30
87278,2019-08-30
94210,2019-08-30
100487,2019-08-30
103622,2019-08-30
107959,2019-08-30
226325,2019-08-30
228385,2019-08-30
230087,2019-08-30
231249,2019-08-30
235886,2019-08-30
237033,2019-08-30
244935,2019-08-30
246394,2019-08-30
248294,2019-08-30
251708,2019-08-30
253666,2019-08-30
259905,2019-08-30
262298,2019-08-30
264269,2019-08-30
267603,2019-08-30
269389,2019-08-30
275869,2019-08-30
276243,2019-08-30
281088,2019-08-30
286383,2019-08-30
286831,2019-08-30
289282,2019-08-30
297387,2019-08-30
308537,2019-08-30
309540,2019-08-30
311413,2019-08-30
315544,2019-08-30
317223,2019-08-30
318320,2019-08-30
319621,2019-08-30
330921,2019-08-30
338794,2019-08-30
343342,2019-08-30
346612,2019-08-30
362718,2019-08-30
370521,2019-08-30
381325,2019-08-30
382762,2019-08-30
382949,2019-08-30
393381,2019-08-30
407451,2019-08-30
410338,2019-08-30
414514,2019-08-30
420939,2019-08-30
430459,2019-08-30
435345,2019-08-30
333917,2019-08-31
335450,2019-08-31
336118,2019-08-31
343546,2019-08-31
346623,2019-08-31
347849,2019-08-31
348477,2019-08-31
349852,2019-08-31
351674,2019-08-31
356310,2019-08-31
356869,2019-08-31
359027,2019-08-31
367349,2019-08-31
367606,2019-08-31
369636,2019-08-31
373608,2019-08-31
375116,2019-08-31
377975,2019-08-31
386737,2019-08-31
386822,2019-08-31
387138,2019-08-31
390856,2019-08-31
390950,2019-08-31
398224,2019-08-31
405735,2019-08-31
415126,2019-08-31
416191,2019-08-31
419637,2019-08-31
419893,2019-08-31
423122,2019-08-31
423555,2019-08-31
429614,2019-08-31
432143,2019-08-31
432521,2019-08-31
434103,2019-08-31
2577,2019-08-31
5760,2019-08-31
8666,2019-08-31
10422,2019-08-31
11207,2019-08-31
21509,2019-08-31
25819,2019-08-31
25942,2019-08-31
31704,2019-08-31
38866,2019-08-31
42256,2019-08-31
46090,2019-08-31
49248,2019-08-31
49777,2019-08-31
51936,2019-08-31
53370,2019-08-31
56905,2019-08-31
58943,2019-08-31
59169,2019-08-31
61431,2019-08-31
65512,2019-08-31
66245,2019-08-31
66831,2019-08-31
71235,2019-08-31
76270,2019-08-31
82565,2019-08-31
89456,2019-08-31
90779,2019-08-31
94618,2019-08-31
95159,2019-08-31
95448,2019-08-31
97538,2019-08-31
105186,2019-08-31
112431,2019-08-31
114591,2019-08-31
115085,2019-08-31
118355,2019-08-31
120140,2019-08-31
122898,2019-08-31
130517,2019-08-31
139544,2019-08-31
140492,2019-08-31
140991,2019-08-31
145666,2019-08-31
149004,2019-08-31
162532,2019-08-31
166875,2019-08-31
170987,2019-08-31
174278,2019-08-31
174463,2019-08-31
175585,2019-08-31
184137,2019-08-31
184343,2019-08-31
186002,2019-08-31
188262,2019-08-31
188958,2019-08-31
193835,2019-08-31
195098,2019-08-31
202228,2019-08-31
205387,2019-08-31
213537,2019-08-31
217708,2019-08-31
439397,2019-08-31
441453,2019-08-31
451891,2019-08-31
457622,2019-08-31
464555,2019-08-31
466342,2019-08-31
467076,2019-08-31
475450,2019-08-31
480228,2019-08-31
480995,2019-08-31
481639,2019-08-31
484763,2019-08-31
485395,2019-08-31
487283,2019-08-31
493513,2019-08-31
494444,2019-08-31
221201,2019-08-31
225150,2019-08-31
225964,2019-08-31
227159,2019-08-31
230130,2019-08-31
232626,2019-08-31
232734,2019-08-31
233140,2019-08-31
234728,2019-08-31
236969,2019-08-31
239175,2019-08-31
239462,2019-08-31
245219,2019-08-31
246883,2019-08-31
247577,2019-08-31
260033,2019-08-31
261916,2019-08-31
266156,2019-08-31
274440,2019-08-31
276165,2019-08-31
286354,2019-08-31
300462,2019-08-31
306953,2019-08-31
309496,2019-08-31
317269,2019-08-31
327976,2019-08-31
328057,2019-08-31
220864,2019-09-01
221412,2019-09-01
225910,2019-09-01
228574,2019-09-01
235352,2019-09-01
236739,2019-09-01
238607,2019-09-01
241366,2019-09-01
242893,2019-09-01
245474,2019-09-01
246070,2019-09-01
247251,2019-09-01
249529,2019-09-01
251119,2019-09-01
251472,2019-09-01
255230,2019-09-01
262226,2019-09-01
265414,2019-09-01
268299,2019-09-01
276455,2019-09-01
276523,2019-09-01
276734,2019-09-01
276753,2019-09-01
282949,2019-09-01
286963,2019-09-01
288121,2019-09-01
288974,2019-09-01
299329,2019-09-01
305053,2019-09-01
306085,2019-09-01
310837,2019-09-01
319843,2019-09-01
321252,2019-09-01
323649,2019-09-01
324392,2019-09-01
114986,2019-09-01
120890,2019-09-01
126193,2019-09-01
129539,2019-09-01
129800,2019-09-01
133163,2019-09-01
139935,2019-09-01
141378,2019-09-01
143729,2019-09-01
146078,2019-09-01
160585,2019-09-01
161919,2019-09-01
162315,2019-09-01
165807,2019-09-01
165871,2019-09-01
169746,2019-09-01
172047,2019-09-01
174495,2019-09-01
189404,2019-09-01
190471,2019-09-01
197175,2019-09-01
201959,2019-09-01
203573,2019-09-01
210406,2019-09-01
328492,2019-09-01
330373,2019-09-01
338970,2019-09-01
340561,2019-09-01
346335,2019-09-01
350405,2019-09-01
352646,2019-09-01
354033,2019-09-01
354955,2019-09-01
355943,2019-09-01
358131,2019-09-01
366221,2019-09-01
366353,2019-09-01
367651,2019-09-01
368968,2019-09-01
371467,2019-09-01
373823,2019-09-01
375598,2019-09-01
376004,2019-09-01
380535,2019-09-01
381506,2019-09-01
382841,2019-09-01
383187,2019-09-01
394679,2019-09-01
398726,2019-09-01
403804,2019-09-01
410395,2019-09-01
411846,2019-09-01
423240,2019-09-01
426114,2019-09-01
433852,2019-09-01
434428,2019-09-01
434990,2019-09-01
435568,2019-09-01
5289,2019-09-01
7838,2019-09-01
23694,2019-09-01
25711,2019-09-01
27923,2019-09-01
28396,2019-09-01
34255,2019-09-01
41211,2019-09-01
46992,2019-09-01
50274,2019-09-01
52739,2019-09-01
54195,2019-09-01
54285,2019-09-01
56500,2019-09-01
57580,2019-09-01
58552,2019-09-01
61919,2019-09-01
64091,2019-09-01
67186,2019-09-01
79631,2019-09-01
81541,2019-09-01
81779,2019-09-01
85146,2019-09-01
86883,2019-09-01
87141,2019-09-01
87670,2019-09-01
89353,2019-09-01
89714,2019-09-01
91973,2019-09-01
96254,2019-09-01
441914,2019-09-01
443068,2019-09-01
445081,2019-09-01
450486,2019-09-01
455722,2019-09-01
456257,2019-09-01
460936,2019-09-01
464626,2019-09-01
466526,2019-09-01
468391,2019-09-01
468435,2019-09-01
468759,2019-09-01
468907,2019-09-01
473347,2019-09-01
477637,2019-09-01
479743,2019-09-01
484580,2019-09-01
489742,2019-09-01
489809,2019-09-01
493621,2019-09-01
494646,2019-09-01
436825,2019-09-02
449478,2019-09-02
451507,2019-09-02
452728,2019-09-02
455623,2019-09-02
459312,2019-09-02
460136,2019-09-02
463259,2019-09-02
469204,2019-09-02
477845,2019-09-02
483019,2019-09-02
493706,2019-09-02
496055,2019-09-02
498735,2019-09-02
329842,2019-09-02
331206,2019-09-02
331717,2019-09-02
333735,2019-09-02
338418,2019-09-02
342965,2019-09-02
343701,2019-09-02
347858,2019-09-02
349405,2019-09-02
351579,2019-09-02
360667,2019-09-02
361956,2019-09-02
370057,2019-09-02
371148,2019-09-02
382878,2019-09-02
388454,2019-09-02
399673,2019-09-02
400973,2019-09-02
406566,2019-09-02
411345,2019-09-02
418610,2019-09-02
420705,2019-09-02
425301,2019-09-02
428655,2019-09-02
433397,2019-09-02
434096,2019-09-02
434663,2019-09-02
434886,2019-09-02
226189,2019-09-02
233987,2019-09-02
237399,2019-09-02
262333,2019-09-02
262370,2019-09-02
268469,2019-09-02
269196,2019-09-02
270074,2019-09-02
272041,2019-09-02
275702,2019-09-02
276783,2019-09-02
278961,2019-09-02
281187,2019-09-02
286347,2019-09-02
300327,2019-09-02
308758,2019-09-02
311986,2019-09-02
319760,2019-09-02
322285,2019-09-02
323256,2019-09-02
326857,2019-09-02
116823,2019-09-02
117982,2019-09-02
127896,2019-09-02
135728,2019-09-02
149511,2019-09-02
154770,2019-09-02
165487,2019-09-02
169715,2019-09-02
170115,2019-09-02
170912,2019-09-02
171469,2019-09-02
180095,2019-09-02
182494,2019-09-02
190834,2019-09-02
192650,2019-09-02
194742,2019-09-02
199618,2019-09-02
202493,2019-09-02
203117,2019-09-02
203247,2019-09-02
203568,2019-09-02
206513,2019-09-02
208872,2019-09-02
212875,2019-09-02
1675,2019-09-02
4656,2019-09-02
14049,2019-09-02
15408,2019-09-02
25339,2019-09-02
26756,2019-09-02
29136,2019-09-02
29197,2019-09-02
31257,2019-09-02
31477,2019-09-02
31577,2019-09-02
32001,2019-09-02
